"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"302OLP89DZHQT1HD2AIVRGBH035ACA","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:27 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:27 PST 2020","","","3EG49X351VMFWHEZTV28E8PL5I2X66","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:12:53 PST 2020","Sun Nov 15 17:13:03 PST 2020","Wed Nov 18 17:13:03 PST 2020","","","","10","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_10","i have created a link in account dashboard it is visible as shown in screen  shot below  http://www.awesomescreenshot.com/image/2552807/2ab6b42e8987aaeb6e254a81c27e202a  when i click on the link it is showing just like these in the screen shot below  http://www.awesomescreenshot.com/image/2552811/5e81668539016e4f9622033455c999d0  but i need on clicking my custom link i need show the content as shown in the  screen shot below  http://www.awesomescreenshot.com/image/2552815/afa2f32d0f2be63d2596e75ae53626c1  please can anyone help me  thanks in advance .","clarq_10","can you add the code ?","{}","1"
"3HJ1EVZS2OTUFI7BBSTGT3WXUUGR31","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:51 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:51 PST 2020","","","3V0Z7YWSIZAZARQ36EPN0ABO92SV2K","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:14:33 PST 2020","Sun Nov 15 17:14:37 PST 2020","Wed Nov 18 17:14:37 PST 2020","","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_11","i 'm very new to magento , i have magento_2.3-ee , i 'm using ubuntu-16.4 , i created a virtual host , extract magento_2.3 folder in it , now when i type and hit url ` mg.local ` , i get blank white page ...  also when i type this command to switch to developer mode ` sudo php bin / magento deploy : mode : set developer ` i get this error ` there are no commands defined in the "" deploy : mode "" namespace . `  thanks in advance .","clarq_11","did you try ` sudo apt - get ` ?","{}","1"
"33Q5P9PUSPWRU9PLE2YU892Q9OCCZD","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:27 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:27 PST 2020","","","3XIQGXAUMDIY0HS4C570KMPH0TMX75","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:13:40 PST 2020","Sun Nov 15 17:13:43 PST 2020","Wed Nov 18 17:13:43 PST 2020","","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_12","i 've added an image to my home page and when i preview the home page from cms pages in the admin the image is responsive .  when i click on my logo the page is then fully responsive all except the image ?  the url ends index.php/home when i preview from the cms pages panel and when i click the logo the home url key is gone ?","clarq_12","can you post your code ?","{}","1"
"3VMV5CHJZ8P8P9WRAW5VCCMOMKIGTB","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:51 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:51 PST 2020","","","3Z4AIRP3C7NKPVD2NPQRJCY4X7MX18","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:06:30 PST 2020","Sun Nov 15 17:11:14 PST 2020","Wed Nov 18 17:11:14 PST 2020","","","","284","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_13","i want to put attribute selection at the time of creating simple product like "" configurable product "" . when admin select attributes only those attribute can be display at the time of product creation from admin panel . so how can i achieve this functionality . any idea and help will be appreciate .  i am using magento version : 1.9.3.4 .","clarq_13","do you want to create a custom file ?","{}","1"
"3VAOOVPI3Z20SO2NCE0K3DHFOOILLJ","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:51 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:51 PST 2020","","","3X31TUMD7YWPP1WD96N38I3HQYCL1A","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:13:31 PST 2020","Sun Nov 15 17:13:36 PST 2020","Wed Nov 18 17:13:36 PST 2020","","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_14","is there a quick way to check the name of an object . for example , if i do ...      $ product = mage::getmodel('catalog / product')- > ... ;  how can i get check to see it is a ` mage_catalog_model_product ` for ` $ product ` ?","clarq_14","what do you mean by ` <unk> ` ?","{}","1"
"3XUSYT70ITB4XGP9A4GDMGHMCH5D0M","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:31 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:31 PST 2020","","","3FPRZHYEPZHOV9MMAE3SJKGGFGSV3V","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:14:43 PST 2020","Sun Nov 15 17:14:47 PST 2020","Wed Nov 18 17:14:47 PST 2020","","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_15","i installed ` magento2.2 ` . after installing when i visit the site , it shows  > 500 internal server error  the same for admin section as well .  i removed my .htaccess from root folder and tried . this time around front end loads without ` css ` and ` js ` , but admin section shows  > 404 not found  can someone help ?  i referred below but no luck .  https://magento.stackexchange.com/questions/106838/css-and-admin-panel-not-working-in-magento-2-community-edition","clarq_15","did you try ` <unk> ` ?","{}","1"
"3WGCNLZJKFI445AR6NKD0L0WH9BD1P","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:31 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:31 PST 2020","","","3W92K5RLWVRR9O9QOXRLYHE0TCJV5L","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:15:17 PST 2020","Sun Nov 15 17:15:21 PST 2020","Wed Nov 18 17:15:21 PST 2020","","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_16","how can i add a label to checkout addresses fields ?  [ ! [ enter image description here][1]][1 ]    [ 1 ] : https://i.stack.imgur.com/ltvpd.png","clarq_16","what do you mean by "" <unk> "" ?","{}","1"
"32L724R85LUOT89FJ3WESEY7CUPIP0","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:33 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:33 PST 2020","","","3QL2OFSM97SZ049W1GS226QXZQ3NC4","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:11:58 PST 2020","Sun Nov 15 17:12:02 PST 2020","Wed Nov 18 17:12:02 PST 2020","","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_17","tried to add the following code to add validation for street , but it 's not work . how to add the validation for street ? thanks .                                             true","clarq_17","what do you mean by "" <unk> "" ?","{}","1"
"3I01FDIL6MIBTQSNPRKR54A19FPD26","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:31 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:31 PST 2020","","","31LM9EDVOM2M8IF2B89OPA3SPACNJI","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:14:18 PST 2020","Sun Nov 15 17:14:21 PST 2020","Wed Nov 18 17:14:21 PST 2020","","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_18","i 've just made a module with a controller and routes , the page loads fine and some head elements are present ... however they are no blocks on the page - is this normal ? why does n't default.xml layout apply to this page ( defined in other places )  i have no layout files in this module yet .","clarq_18","what do you mean by "" <unk> "" ?","{}","1"
"3DTJ4WT8BDP6R79ZAT4PYX2TU0PEZ8","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:31 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:31 PST 2020","","","3F6KKYWMNCB95WFA1CNDMC8FKQFND4","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:12:12 PST 2020","Sun Nov 15 17:12:18 PST 2020","Wed Nov 18 17:12:18 PST 2020","","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_19","in my magneto mobile homepage . featured product slider not working properly .  when i add this code to my mobile_homepage static block it will work only once . when i try to add another category with this code . slider is not working . it will show product big images . url ( test.blingers.in )  {{block type=""mpanel / products "" products_count=""10 "" title=""school uniform "" category_id=""377 "" template=""cms / home / featured_products.phtml""}}","clarq_19","can you share your code ?","{}","1"
"3UEDKCTP9V0QTXV3NKN958MZ4487KT","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:33 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:33 PST 2020","","","3TU5ZICBREBIRYWB0W4E4EPJEA5Q8O","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:14:02 PST 2020","Sun Nov 15 17:14:10 PST 2020","Wed Nov 18 17:14:10 PST 2020","","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_20","how to get product i d but this product in which category and this category how to get product i d i want to set entity i d thru get category i d please say any way   .. :) advance thank you .. please help me ..","clarq_20","what do you want to achieve ?","{}","1"
"38Z7YZ2SB3C9TKAUJGB3SJOHHQBIQR","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:33 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:33 PST 2020","","","3MX2NQ3YCA4JDDELOCS3M2BL9NRX5Q","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:12:03 PST 2020","Sun Nov 15 17:12:06 PST 2020","Wed Nov 18 17:12:06 PST 2020","","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_21","i tried to follow steps according to this link : https://magecomp.com/blog/add-custom-tab-in-customer-account-section-magento-2/  but nothing added , could anybody help me please ?","clarq_21","what do you mean by "" <unk> "" ?","{}","1"
"3IJ95K7NDXMAUWR7D0JJ3DGWX2WGNA","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:36 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:36 PST 2020","","","3FE7TXL1LJX75JUMKFVDUNCGSADQ2L","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:06:14 PST 2020","Sun Nov 15 17:06:25 PST 2020","Wed Nov 18 17:06:25 PST 2020","","","","11","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_22","i want to show some extra data on product list page so i override the vendor\magento\module - catalog\block\product\listproduct.php . for this i refer http://magento.stackexchange.com/questions/96642/add-custom-block-on-listing-page-magento2 . it work .  but i need to call my helper function in my override block file . created new file name listproduct.php in app\code\vendor\module_name\block\product      namespace vendor\module_name\block\product ;       class listproduct extends \magento\catalog\block\product\listproduct       {        // i need to call my module helper function here :           public function test ( ) {            }       }  how can i call my helper function inside this block file . thanks","clarq_22","can you post your code ?","{}","1"
"367O8HRHKGIRYTQSQVY4TITZUWV4SN","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:33 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:33 PST 2020","","","3Z4XG4ZF49120VXNMAZ6YMLCBDSX8S","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:14:10 PST 2020","Sun Nov 15 17:14:18 PST 2020","Wed Nov 18 17:14:18 PST 2020","","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_23","4444333322221111 //   here how to get a value dynamically            what is the format of get a value dynamically in xml field","clarq_23","what do you mean by "" <unk> "" ?","{}","1"
"388CL5C1RJXY6SJXLTLMBLO8779LHC","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:33 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:33 PST 2020","","","3M81GAB8A1T1TWUI38OOVGFKMGQQBN","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:14:54 PST 2020","Sun Nov 15 17:14:58 PST 2020","Wed Nov 18 17:14:58 PST 2020","","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_24","i created sub - store and displayed all products on all new stores as :  go to your manage products page , click select all , change the action dropdown to say "" change attributes "" and click submit . then , on the websites tab , make sure your new site is checked in the "" add product to websites "" area , and click save .  requirement : all set well but products images are not displaying same like main website . hoe to display images on product - list and product - detail pages ?","clarq_24","do you want to do this ?","{}","1"
"3LXX8KJXPWJDX74B09DMQLUEJZ6O96","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:36 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:36 PST 2020","","","3M1CVSFP61FWAMPQXUOS05VE4Y5QAS","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:14:37 PST 2020","Sun Nov 15 17:14:43 PST 2020","Wed Nov 18 17:14:43 PST 2020","","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_25","hello i m new to magento and not so familiar with magento i have requirement assign a category to new products automatically  thanks in advance for help","clarq_25","what do you want to achieve ?","{}","1"
"3QXFBUZ4ZKQNPMBGA1V5H88Q5YPGU2","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:51 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:51 PST 2020","","","3GNA64GUZFEZ4GD92YXBSUFSCK4Q5M","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:12:38 PST 2020","Sun Nov 15 17:12:44 PST 2020","Wed Nov 18 17:12:44 PST 2020","","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_26","i am struggling with an strange issue that when i enable the ` use flat catalog category ` from admin the front is starting giving the following error in chrome      no data received      unable to load the webpage because the server sent no data .      here are some suggestions :      reload this webpage later .      error 324 ( net::err_empty_response ) : the server closed the connection without sending any data .  and in mozzila - > nothing is displaying :'(  not getting this at all what is going on . any body any idea about this please help .","clarq_26","can you post the output of ` <unk> ` ?","{}","1"
"3MZ3TAMYTLX95LPUWV03X9YMDCDIRS","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 15 17:05:36 PST 2020","1","BatchId:300308;OriginalHitTemplateId:920937243;","3600","259200","Sat Dec 05 17:05:36 PST 2020","","","3E337GFOLAICHGP132OLSXBCXIVNGE","A114SLF6QMZ0O7","Submitted","Sun Nov 15 17:13:11 PST 2020","Sun Nov 15 17:13:18 PST 2020","Wed Nov 18 17:13:18 PST 2020","","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_27","when i am   changing store view , it affects the whole front end design of my site  how to fix it .","clarq_27","what do you mean by "" <unk> "" ?","{}","1"
