"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"32K26U12DNYKQHQPD142797C51OVDD","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:52 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:52 PST 2020","","","3RXCAC0YISZRE92XX0Z2A0LH8NKG87","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:56:23 PST 2020","Sun Nov 08 20:56:39 PST 2020","Wed Nov 11 20:56:39 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","16","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_11","i 'm very new to magento , i have magento_2.3-ee , i 'm using ubuntu-16.4 , i created a virtual host , extract magento_2.3 folder in it , now when i type and hit url ` mg.local ` , i get blank white page ...  also when i type this command to switch to developer mode ` sudo php bin / magento deploy : mode : set developer ` i get this error ` there are no commands defined in the "" deploy : mode "" namespace . `  thanks in advance .","clarq_11","what is the error you are getting ?","{}","1"
"3YO4AH2FPDUYMPTEFQMXMFOLUK10QW","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","3DIP6YHAPD2TUV66R59EAX05V758EI","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:56:58 PST 2020","Sun Nov 08 20:57:06 PST 2020","Wed Nov 11 20:57:06 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_12","i 've added an image to my home page and when i preview the home page from cms pages in the admin the image is responsive .  when i click on my logo the page is then fully responsive all except the image ?  the url ends index.php/home when i preview from the cms pages panel and when i click the logo the home url key is gone ?","clarq_12","did you check the cache ?","{}","0"
"3ABAOCJ4R8EVP30L4V9VKCVYXN1QMW","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:52 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:52 PST 2020","","","3E13VNJ1NO5NZ0O7O3QQG2BP9U6I1H","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:57:07 PST 2020","Sun Nov 08 20:57:10 PST 2020","Wed Nov 11 20:57:10 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_14","is there a quick way to check the name of an object . for example , if i do ...      $ product = mage::getmodel('catalog / product')- > ... ;  how can i get check to see it is a ` mage_catalog_model_product ` for ` $ product ` ?","clarq_14","what do you mean by ` <unk> ` ?","{}","1"
"3JMNNNO3B1EA2WSE6MPHXSZMFJ22WM","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:52 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:52 PST 2020","","","3E1QT0TDFQJ5A08SNOZ5VCYXN0C8IR","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:58:21 PST 2020","Sun Nov 08 20:58:30 PST 2020","Wed Nov 11 20:58:30 PST 2020","Wed Nov 11 20:59:28 PST 2020","","","9","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_15","i installed ` magento2.2 ` . after installing when i visit the site , it shows  > 500 internal server error  the same for admin section as well .  i removed my .htaccess from root folder and tried . this time around front end loads without ` css ` and ` js ` , but admin section shows  > 404 not found  can someone help ?  i referred below but no luck .  https://magento.stackexchange.com/questions/106838/css-and-admin-panel-not-working-in-magento-2-community-edition","clarq_15","what error are you getting ?","{}","1"
"36QZ6V1589NQFRK751PM6MRTSXPSUF","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:53 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:53 PST 2020","","","3KYQYYSHYWHRNHFM2RNQ118KA08DOX","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:59:40 PST 2020","Sun Nov 08 20:59:46 PST 2020","Wed Nov 11 20:59:46 PST 2020","Wed Nov 11 21:00:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_16","how can i add a label to checkout addresses fields ?  [ ! [ enter image description here][1]][1 ]    [ 1 ] : https://i.stack.imgur.com/ltvpd.png","clarq_16","can you add more details about what you want to achieve ?","{}","0"
"3CO05SML7VFYYQ8ES5BXR5YQQ630RX","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:53 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:53 PST 2020","","","3MRNMEIQW6GJHWCPPZ7Y9K4QFV3DLG","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:57:18 PST 2020","Sun Nov 08 20:57:21 PST 2020","Wed Nov 11 20:57:21 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_17","tried to add the following code to add validation for street , but it 's not work . how to add the validation for street ? thanks .                                             true","clarq_17","what do you mean by validation ?","{}","1"
"3N2YPY1GI68PIN4P9WFMDRPX5DPVE6","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:53 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:53 PST 2020","","","3C44YUNSI2Z98HRNHR05Q1DAK54DPE","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:00:08 PST 2020","Sun Nov 08 21:00:12 PST 2020","Wed Nov 11 21:00:12 PST 2020","Wed Nov 11 21:00:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_18","i 've just made a module with a controller and routes , the page loads fine and some head elements are present ... however they are no blocks on the page - is this normal ? why does n't default.xml layout apply to this page ( defined in other places )  i have no layout files in this module yet .","clarq_18","can you post your controller code ?","{}","1"
"3CKVGCS3PGFAZ58R7UB2HF3MC8M0SL","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:56 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:56 PST 2020","","","378XPAWRUDNJTO17KMJJR34SDOCIA5","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:59:46 PST 2020","Sun Nov 08 20:59:50 PST 2020","Wed Nov 11 20:59:50 PST 2020","Wed Nov 11 21:00:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_19","in my magneto mobile homepage . featured product slider not working properly .  when i add this code to my mobile_homepage static block it will work only once . when i try to add another category with this code . slider is not working . it will show product big images . url ( test.blingers.in )  {{block type=""mpanel / products "" products_count=""10 "" title=""school uniform "" category_id=""377 "" template=""cms / home / featured_products.phtml""}}","clarq_19","can you post your code ?","{}","1"
"3KG2UQJ0MJY17LLLGWOVXRKY2DBQNW","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:54 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:54 PST 2020","","","3RXCAC0YISZRE92XX0Z2A0LH8NK8GZ","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:57:15 PST 2020","Sun Nov 08 20:57:18 PST 2020","Wed Nov 11 20:57:18 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_20","how to get product i d but this product in which category and this category how to get product i d i want to set entity i d thru get category i d please say any way   .. :) advance thank you .. please help me ..","clarq_20","yes i want to get the product i d","{}","1"
"3P458N04Q1RPRWX4GRL3ZBDTOL82XF","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:53 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:53 PST 2020","","","3K4J6M3CXF35XXVCUYJG6RRCYBKGAB","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:57:21 PST 2020","Sun Nov 08 20:57:30 PST 2020","Wed Nov 11 20:57:30 PST 2020","Wed Nov 11 20:58:28 PST 2020","","","9","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_21","i tried to follow steps according to this link : https://magecomp.com/blog/add-custom-tab-in-customer-account-section-magento-2/  but nothing added , could anybody help me please ?","clarq_21","can you show us your code ?","{}","1"
"35YHTYFL1GDHO14L47ZSV9AXHE4VFO","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:53 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:53 PST 2020","","","3VE8AYVF8N7L0962MGTKSFL578K8F0","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:57:10 PST 2020","Sun Nov 08 20:57:14 PST 2020","Wed Nov 11 20:57:14 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_22","i want to show some extra data on product list page so i override the vendor\magento\module - catalog\block\product\listproduct.php . for this i refer http://magento.stackexchange.com/questions/96642/add-custom-block-on-listing-page-magento2 . it work .  but i need to call my helper function in my override block file . created new file name listproduct.php in app\code\vendor\module_name\block\product      namespace vendor\module_name\block\product ;       class listproduct extends \magento\catalog\block\product\listproduct       {        // i need to call my module helper function here :           public function test ( ) {            }       }  how can i call my helper function inside this block file . thanks","clarq_22","can you please share your code ?","{}","1"
"3HA5ODM5KA2QS697ARZR28TC64YSV4","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:54 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:54 PST 2020","","","3RRCEFRB7NMU4R7K5BHBSDEFQOWB4E","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:58:51 PST 2020","Sun Nov 08 20:58:54 PST 2020","Wed Nov 11 20:58:54 PST 2020","Wed Nov 11 20:59:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_23","4444333322221111 //   here how to get a value dynamically            what is the format of get a value dynamically in xml field","clarq_23","can you post your code ?","{}","1"
"37NXA7GVSTG3OTEHQI2QQMFHEAQVLT","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:45:13 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:45:13 PST 2020","","","30LSNF239V5UOL6377Q4LLLU10KI2Y","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:57:30 PST 2020","Sun Nov 08 20:57:34 PST 2020","Wed Nov 11 20:57:34 PST 2020","Wed Nov 11 20:58:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_24","i created sub - store and displayed all products on all new stores as :  go to your manage products page , click select all , change the action dropdown to say "" change attributes "" and click submit . then , on the websites tab , make sure your new site is checked in the "" add product to websites "" area , and click save .  requirement : all set well but products images are not displaying same like main website . hoe to display images on product - list and product - detail pages ?","clarq_24","can you please share your code ?","{}","1"
"3QX22DUVOORNUBW2QU35QZU6EFGVMV","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:45:13 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:45:13 PST 2020","","","3H8DHMCCWAL8XQU74ZVXUKRBQVYDKD","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:56:45 PST 2020","Sun Nov 08 20:56:49 PST 2020","Wed Nov 11 20:56:49 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_25","hello i m new to magento and not so familiar with magento i have requirement assign a category to new products automatically  thanks in advance for help","clarq_25","you want to add new products in magento 2 ?","{}","1"
"31HLTCK4BL5N210GFR5ADUA9IT4VGN","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:56 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:56 PST 2020","","","3DBQWDE4Y78E1J0HM65UO0KN7955N2","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:59:35 PST 2020","Sun Nov 08 20:59:39 PST 2020","Wed Nov 11 20:59:39 PST 2020","Wed Nov 11 21:00:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_26","i am struggling with an strange issue that when i enable the ` use flat catalog category ` from admin the front is starting giving the following error in chrome      no data received      unable to load the webpage because the server sent no data .      here are some suggestions :      reload this webpage later .      error 324 ( net::err_empty_response ) : the server closed the connection without sending any data .  and in mozzila - > nothing is displaying :'(  not getting this at all what is going on . any body any idea about this please help .","clarq_26","can you post the error message ?","{}","1"
"31GN6YMHLP237V9C014NOACQDD0SWE","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:56 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:56 PST 2020","","","336YQZE83WO8J1FHA5QUBLVN2JV5M2","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:59:03 PST 2020","Sun Nov 08 20:59:08 PST 2020","Wed Nov 11 20:59:08 PST 2020","Wed Nov 11 20:59:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_27","when i am   changing store view , it affects the whole front end design of my site  how to fix it .","clarq_27","can you post your code ?","{}","0"
"3DA79LNS5957VXK3FHYBTIXFH3JT3X","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:45:13 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:45:13 PST 2020","","","3IAS3U3I0GQK1DSX1XYNZYHH6A0B2I","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:58:03 PST 2020","Sun Nov 08 20:58:10 PST 2020","Wed Nov 11 20:58:10 PST 2020","Wed Nov 11 20:58:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_28","i am following this article(https://www.mageplaza.com / magento-2-module - development/ ) and creating a custom module in magento 2.2.0 but when i reach the step where i have to check my custom module in admin panel  store > > advanced > > advanced i do n't see anything there .  module.xml                          registration.php      < ? php      / * *       * created by phpstorm .       * user : iftikhar uddin       * date : 10/22/2017       * time : 8:54 am       * /          \magento\framework\component\componentregistrar::register (          \magento\framework\component\componentregistrar::module ,          ' connextar_cxmagemods ' ,          _ _ dir _ _      ) ;  code directory stucture is \app\code\connextar\cxmagemods\","clarq_28","can you post your config.xml file ?","{}","0"
